labels,vertex
34877,LCP86-0401
34878,US96-0004
34879,CP11-1605
34870,CP03-2045
15777,L07-0044
15778,HoCP14-0802
15779,L98-0207
15780,L97-0157
15781,CP17-1183
15782,CP15-4389
15783,CP10-1108
15784,CP06-2235
15785,CP18-1324
15787,CP17-1509
15788,CP10-1023
15789,Ho72-0162
15790,CP15-1905
15791,CP96-1516
15776,CP97-1084
15786,CP86-0977
29808,CP91-1795
29809,CP11-1689
29810,CP94-1942
29811,CP09-1437
29812,CP89-0800
29813,CP18-1098
29814,CP03-2363
29815,Ho14-0821
29816,CP12-1271
29817,CP09-1833
29818,CP14-1968
29819,CP03-1877
29820,POLY01-10
29821,CP08-1117
29822,CP02-2253
29823,CPCL15-4016
15536,CP13-2029
15537,CP15-2340
15538,CP02-1200
15539,CP10-2112
15540,CP15-2009
15541,00P05
15542,CP10-2147
15543,CP13-1113
15544,CP96-1608
15545,CP14-4246
15546,CP92-1510
15547,CP17-4557
15548,CP19-2041
15549,CP19-4578
15550,CP06-2265
15551,CP11-1270
12944,CP17-1698
12945,CP06-3120
12946,L84-0284
12947,CP14-1450
12948,CP09-1756
12949,CP19-1401
12950,CP00-1974
12951,CP11-2415
12952,Ho05-9060
12953,CP95-1595
12954,CP16-1715
12955,CP19-1179
12956,CP01-2609
12957,CP07-1416
12958,L80-0010
12959,CP92-1639
23600,CP99-1637
23602,CP17-4566
23603,CP91-1276
23604,HoCP15-0998
23606,CP02-2125
23607,CPCL02-0686
23608,Ho13-9130
23609,CP16-2170
23610,Ho17-9108
23611,CP03-1182
23612,CP15-1439
23613,CP06-3003
23615,CP98-1047
23601,CP98-1075
23605,CP13-1974
23614,CP16-2241
24048,CP99-1760
24049,CP02-2482
24050,CP01-1964
24051,Ho10-9234
24052,CP17-1963
24053,Ho15-0979
24054,CP04-1848
24055,CP98-1077
24056,CP18-4506
24057,CP15-2384
24058,CP96-1184
24059,CP92-1453
24060,CP00-1585
24061,CP99-1690
24062,CP18-2170
24063,CP10-2011
29792,CP03-2040
29793,CP98-1366
29794,CP94-1938
29795,CP94-1896
29796,CP99-1126
29797,Ho12-9026
29798,CL83-4266
29799,CP93-1033
29800,CP83-0655
29801,CP02-2289
29802,CP19-1258
29803,CP02-2489
29804,CP09-1564
29805,US90-1084
29806,CP92-1682
29807,CP02-1388
20624,CP02-1976
20625,CP15-2525
20626,L84-0275
20627,CP17-1501
20628,CP03-1965
20629,HoCP96-0502
20630,CP95-1058
20631,CP99-1020
20632,CP93-1430
20633,Ho06-0545
20634,CP10-2447
20635,CP14-4339
20636,CP03-1892
20637,CP19-1493
20638,CP03-1596
20639,Ho94-0847
19568,CP98-1283
19569,CP11-1823
19570,CP15-1111
19571,CP19-4774
19572,CP99-1315
19573,CP09-2067
19574,CP15-2065
19575,CP14-1199
19576,CP93-1035
19577,CP04-1449
19578,CP17-1663
19579,CP98-1347
19580,L62-0024
19581,CP98-1295
19582,CP16-1615
19583,CP17-4226
11744,CP01-2299
11747,CP14-4433
11748,CP11-1608
11749,CP14-1827
11750,CP16-1163
11752,CPCL02-6959
11753,CP91-1256
11754,CP93-1616
11755,CP13-1163
11756,CP98-1035
11758,CP98-2046
11759,CP92-0618
11745,CP14-1819
11746,CP92-1226
11751,CP16-1667
11757,CP15-4295
17824,CP14-1576
17825,CP04-2152
17826,CP15-4803
17827,CP17-1819
17828,L06-0023
17829,CP11-2002
17830,CP95-1852
17831,CP94-1898
17832,CP07-2393
17833,CP94-1630
17834,CP99-1649
17835,US61-51-2
17836,CP00-1270
17837,CP14-4400
17838,CP98-1408
17839,CP16-4856
22176,CP13-2294
22177,CP04-1286
22178,CP15-4786
22179,CP96-1446
22180,Ho06-0544
22181,CP15-4509
22182,CP99-1561
22183,CP03-1601
22184,CP09-1075
22185,CP17-4492
22186,CPCL06-3282
22187,HoCP14-0904
22188,CP92-1587
22189,CP11-1696
22190,CP93-1598
22191,CP19-1295
30833,CP03-1744
30834,CPCL02-6266
30835,CP99-1716
30836,HoCP95-0966
30837,HoCP95-0932
30838,CP09-1245
30839,CPCL06-3408
30840,CP93-1303
30841,CP14-1017
30842,CP15-1183
30843,CP16-1446
30844,CP01-1604
30845,CP92-1597
30846,CP98-1743
30847,Ho87-0017
30832,Hemja
10976,CP01-1552
10977,CP10-1596
10978,CP17-1221
10979,CP02-1544
10980,CP02-1328
10981,CP93-1450
10982,CP17-2411
10983,CP14-2287
10984,CP15-4646
10985,CPCL02-6132
10986,CP19-1417
10987,VPoly1969-0070
10988,CP14-1501
10989,CP03-1309
10990,CP02-1683
10991,CP02-2374
12736,CP93-1230
12737,CP99-1069
12738,CP11-1044
12739,Ho17-0722
12740,CP07-1357
12741,92P18
12742,CP03-1400
12743,CP95-1813
12744,CP04-1523
12745,L91-0273
12746,CP15-1999
12747,CP91-0513
12748,CP95-1998
12749,L98-0181
12750,CP10-1581
12751,Ho93-0016
30480,CP95-2001
30481,CP12-1314
30482,CP99-1610
30483,CPCL06-3389
30485,CP04-1525
30486,CP03-2211
30487,LCP84-0207
30489,CP00-2055
30490,CP94-1880
30491,CP94-1648
30492,CP02-2134
30493,CP88-2032
30494,CP01-1974
30495,CP04-1686
30484,CP17-2371
30488,CP02-1928
10816,CP18-2182
10817,L01-0300
10818,LCP84-0233
10819,CP16-1874
10820,Ho16-9049
10821,CP03-1224
10822,CP97-1096
10823,CP03-2373
10824,CP11-1552
10825,CP17-4848
10826,CP90-1415
10827,CP99-1851
10828,CP01-2532
10829,CP15-2404
10830,CP04-1328
10831,CP18-1340
30000,CP91-1403
30001,CP01-1055
30002,CP99-1141
30004,CP18-1051
30005,CP10-1752
30006,CP19-1241
30008,CP04-1722
30009,L03-0386
30010,HoCP97-0675
30011,Ho98-0015
30012,CP99-2087
30013,CP94-1046
30014,CP19-1062
30015,CP97-1810
30003,CP10-2342
30007,CP04-1958
13312,CP14-2102
13313,CP98-1097
13314,CP18-1737
13315,HoCP94-0822
13316,CP97-1209
13317,HoCP97-0678
13318,HoCP05-0933
13319,CP97-1092
13320,CPCL14-4064
13321,HoCP19-0940
13322,CP16-1072
13324,CP19-2191
13326,CP93-1034
13327,CP11-1500
13323,CP15-2002
13325,CP03-1380
22209,CP92-1596
22210,CP01-1112
22211,CP13-2332
22212,CP92-1281
22213,CP01-2289
22214,CP11-1936
22215,CP18-4564
22216,CP92-1397
22217,CP92-1558
22218,CP15-1619
22219,CP17-1883
22220,CP11-1078
22222,Ho19-9331
22223,CP02-1047
22208,CP13-1935
22221,CP99-1316
18928,CP03-1644
18929,CP96-1208
18930,CP00-1982
18931,CP16-4863
18932,L96-0097
18933,HoCP02-0628
18934,CP16-1383
18935,CP04-1391
18936,Ho96-0002
18937,CP97-1168
18938,L55-0013
18939,CP87-0668
18940,CP16-4786
18941,CP97-1618
18942,CP99-1606
18943,CP14-1053
35024,CPCL01-6623
35025,CP18-1916
35028,Ho81-0003
35029,CP06-2412
35030,CP92-1173
35031,CP01-2351
35032,CP76-0350
35033,CP97-1382
35034,CP83-0608
35035,CP68-0383
35037,CP13-1667
35038,CP17-4851
35039,CP01-2205
35026,CP96-1619
35027,CP99-1949
35036,CP13-2177
21488,Ho17-0733
21489,CP02-2130
21490,CP95-2018
21491,CP02-1202
21492,L01-0289
21493,CP06-3063
21494,CP71-0399
21495,CP18-4764
21496,CP12-1652
21497,CP97-2118
21498,CP96-1578
21499,CP09-1364
21500,CP04-1854
21501,HPoly1938-0039
21502,CP13-1885
21503,CP17-4746
21521,CP01-1431
21522,CP95-1443
21523,HoCP14-0815
21524,Ho18-9222
21525,CP10-1559
21527,CP17-2156
21528,CP95-1919
21529,CP96-1510
21531,CP94-2009
21532,CP97-1788
21533,CP14-4197
21534,CPCL14-4098
21535,Ho05-9050
21520,CP93-1330
21526,CP99-1014
21530,15P3
8528,CPCL13-4016
8529,CP00-1414
8530,CP18-2160
8531,CP10-1694
8532,CP97-2010
8533,CP11-2442
8534,CP95-1540
8535,CP96-1553
8536,CP93-1588
8537,CP01-2339
8538,CP01-1547
8539,F36-0819
8540,CP15-4068
8541,CP09-1739
8542,CP02-1521
8543,CP96-1802
29888,CP01-2638
29889,CP93-1244
29890,CP13-1144
29891,CP95-1313
29892,CP07-1254
29893,L13-0248
29894,TCP00-4505
29895,CP03-1545
29896,CP18-2399
29897,CP11-1216
29898,Ho14-9414
29899,CP05-1451
29900,CP99-1058
29901,CP17-1479
29902,HoCP03-0753
29903,CP93-1305
29728,CP15-4191
29729,CP01-1332
29730,HoCP05-0921
29731,CP96-1976
29732,CP06-2567
29733,CP92-1075
29734,CP13-1053
29735,HoCP97-0609
29736,CP19-4126
29737,CP14-1567
29738,CP19-1027
29739,CP13-1814
29740,CP01-1372
29741,CP14-1115
29742,CP17-4584
29743,CP03-1231
22160,CP01-1785
22161,CP15-1438
22162,CP11-2522
22163,CP00-1093
22164,CP09-1821
22165,HoCP13-0742
22166,CP16-1933
22168,CP09-1079
22169,CP02-2326
22170,CP08-1038
22171,CP16-1550
22172,CP10-1772
22173,CP00-1047
22175,CP65-0357
22167,CP17-4821
22174,CP04-1052
31472,CP95-1299
31473,CP04-1430
31475,CP98-1613
31476,L65-0023
31477,CP10-1263
31478,CP16-1321
31479,CP03-1952
31480,CP19-2333
31481,CP99-1531
31482,CP03-1982
31483,CP09-1528
31484,CP11-1232
31485,HoCP18-0820
31486,CP16-4552
31487,CP11-2216
31474,CP96-1060
35377,CPCL06-3532
35378,CP10-1906
35379,CP11-1185
35381,CP18-2430
35382,L96-0028
35383,CP15-2060
35384,CP82-0527
35385,CP90-0907
35386,CP19-4568
35387,CP13-1424
35388,CP13-1153
35389,Ho15-9331
35390,CP02-2107
35391,CPCL05-1350
35376,Ho10-9227
35380,CP14-1750
30768,CP91-0526
30769,CP15-4458
30770,CP12-2440
30771,CP06-2389
30772,CP09-1738
30773,CP96-1387
30774,CP04-1555
30775,HoCP94-0827
30776,CP04-1671
30777,CP14-2189
30778,Ho11-0518
30779,CP17-1711
30780,CP09-1147
30781,11P2
30782,CP15-4635
30783,CP13-1714
23136,CP09-1990
23137,CP17-4142
23138,CP15-1625
23139,CP98-1138
23140,CP14-1986
23141,LCP81-0018
23142,CP19-2023
23143,CP90-1414
23144,CP04-1694
23145,HoCP22-755
23146,Ho78-0013
23147,CP98-1784
23148,L95-0464
23149,LCP84-0213
23150,CP12-1779
23151,CP14-1405
21168,CP95-1896
21169,Ho04-9059
21170,CP00-1882
21171,CP62-0208
21172,CP12-2184
21173,CP96-1061
21174,CP03-1608
21175,L16-0367
21176,CP13-1222
21177,CP06-2213
21178,CP95-1591
21179,CP83-0605
21180,CP83-0611
21181,CP07-1258
21182,CP95-1482
21183,CP06-2244
23281,CP13-2446
23282,Ho99-0051
23283,CP01-2034
23284,CP17-1193
23285,Ho08-9014
23286,CP19-1718
23289,CP98-1423
23290,CP19-1532
23292,Ho10-9218
23293,US66-47-2
23294,CP98-1195
23295,CP17-1141
23280,CPCL06-3269
23287,CP10-2014
23288,CP09-2339
23291,CP15-1078
34576,CP98-1170
34577,CP93-1226
34578,CP10-1778
34579,CP99-2011
34580,HoCP18-0876
34581,CP19-1229
34582,CP19-4613
34583,CP00-1857
34584,CP17-2348
34585,CP14-1788
34586,HoCP00-0934
34587,CP93-1546
34588,HoCP95-0953
34589,Ho03-0066
34590,CP72-2083
34591,CP98-1752
35616,CP16-2476
35617,CP04-1170
35618,CP02-2233
35619,CP98-1891
35620,CPCL02-0512
35621,CP10-1830
35622,CP11-1391
35623,CP06-2115
35624,CP09-2362
35625,CP19-4386
35626,CP97-1141
35627,CP17-4413
35628,HoCP01-0516
35629,CP92-1198
35630,Ho15-0976
35631,CP02-2333
11136,CP19-1537
11138,Ho13-9158
11139,HoCP95-0996
11140,CP16-1437
11141,CP12-2217
11142,CP11-2319
11144,CP68-0411
11145,CP10-2193
11146,CP01-1989
11147,CP94-1331
11148,CP91-1771
11149,CPCL02-6698
11150,CP13-1117
11151,CP15-4679
11137,CP95-2276
11143,CP01-1354
19664,CP09-1273
19665,CP95-1228
19666,CP19-4007
19667,CP95-1026
19668,CP66-0491
19669,CP04-1195
19670,CP15-2161
19671,CP07-2069
19672,CP19-2120
19673,CP06-2271
19674,CP09-1876
19677,CP89-0855
19678,CP13-1828
19679,CP13-1128
19675,HoCP95-0957
19676,CP43-0064
30304,HoCP16-0671
30305,CP06-2251
30306,CP14-2005
30307,CP07-2094
30308,CP13-1308
30309,CP09-2308
30310,CP99-1445
30311,CP92-1382
30312,Ho15-9348
30313,CP14-1603
30314,L82-0107
30315,Ho02-0133
30316,CP91-2271
30317,CP99-1242
30318,CP06-2674
30319,Ho18-9241
28512,CP98-1242
28514,CP10-2380
28515,CP15-2164
28517,CP10-2244
28518,CP18-1362
28520,CP15-4102
28522,CP02-2091
28523,L71-0065
28524,CP00-1306
28525,H78-4153
28526,CP92-1520
28527,CP14-1987
28513,CP18-1091
28516,CP11-1238
28519,CP98-1374
28521,CP02-1729
19328,CP14-1236
19329,CP98-1026
19330,CP14-2498
19331,CP07-2319
19332,CP15-1017
19333,CP11-1829
19334,CP09-1583
19335,CP04-1789
19336,TCP92-4208
19337,CP17-2142
19340,TCP93-4245
19341,CP17-1893
19342,CP03-2034
19343,CP06-2901
19339,CP28-0044
19338,CP01-1438
20720,CP03-1787
20721,CP15-2309
20722,CP12-1815
20723,CP10-2338
20724,CP17-2302
20727,CP11-1620
20728,CP96-1557
20729,CP68-0359
20730,CP13-1557
20731,MX10-01
20732,CP14-1371
20733,CP98-1145
20734,CP16-1883
20735,CP16-1208
20725,CP16-1939
20726,CP17-4272
13808,CP19-4642
13809,CP03-1016
13810,CP19-1218
13811,L79-1001
13812,CP03-1105
13813,CP19-1950
13814,CP99-1181
13815,CP04-1392
13816,CP99-1541
13817,Mex69-0290
13818,CP13-2438
13819,CP16-4878
13820,CP11-1269
13821,CP12-2292
13822,CP16-1168
13823,CP93-1443
30016,L66-0047
30017,CP94-1540
30018,HoCP19-0925
30019,CPCL06-3476
30020,CP93-1121
30021,CP01-1477
30022,CP93-1336
30023,CP19-2374
30024,Ho03-0025
30025,HoCP96-0519
30026,CP16-2140
30027,CP09-2162
30028,L13-0253
30029,CP19-4290
30030,CP19-1885
30031,CP06-2018
27504,Ho17-0762
27505,CP19-1828
27506,CP07-1574
27507,CP12-1286
27508,Ho19-9305
27509,CP19-4393
27510,CP17-1432
27513,CP17-2208
27514,CP08-1763
27515,CP92-1471
27516,CP12-1108
27517,CP06-2950
27518,91P06
27519,CP95-1905
27511,CP14-1418
27512,CP02-2145
24481,Ho09-9149
24482,CP16-1553
24483,CP03-2422
24484,CP13-1145
24485,CP19-4482
24486,CP11-1587
24487,CP17-2043
24489,CP03-2070
24490,CP97-1367
24491,CP16-4135
24492,CP17-1202
24493,CP95-1950
24494,CP14-1209
24495,CP97-1876
24480,CP97-1610
24488,Ho03-0030
13104,Ho14-9249
13105,CP15-1062
13106,Ho02-0019
13107,Ho79-0020
13108,CP00-1648
13110,CP97-1827
13111,Ho12-0626
13112,CP13-2354
13114,CP99-1147
13115,CP06-2994
13116,CP06-2669
13117,CP10-1440
13118,CP11-2523
13119,CP95-1258
13109,CP09-1811
13113,CP11-1192
28784,CP96-1104
28785,CP17-2315
28786,L80-0049
28787,CP97-1178
28788,CP97-1032
28789,CP19-2132
28790,CP93-1664
28791,CP02-1971
28792,CP14-4209
28793,CP09-1698
28794,CP17-4737
28795,CP11-2111
28797,CP96-1051
28799,CP17-2147
28796,CP95-1496
28798,CPCL06-3164
33152,06P40
33153,CP10-1388
33155,CP00-1485
33156,CP01-1356
33157,CP95-1964
33158,CP00-1796
33159,13P3
33160,TCP00-4523
33161,CP89-0811
33162,CP03-1690
33163,CP33-0032
33164,HoCP00-0903
33165,91P10
33166,CP13-2356
33167,HoCP15-0525
33154,CP03-1473
32672,LCP81-0026
32673,CP16-1620
32674,L18-0449
32677,CPCL05-1024
32678,CP04-1621
32679,CP94-1842
32680,CP15-1981
32682,CP00-1782
32683,CP00-1823
32684,CP17-1687
32685,Ho04-9083
32686,CPCL02-7429
32687,CP06-2579
32675,CP18-4306
32676,CP15-2445
32681,CP12-2045
34416,CP00-1461
34417,CP03-1026
34418,CP18-4349
34419,CP15-2496
34420,CP03-1371
34421,CP15-4204
34422,CP14-2088
34423,CP97-1358
34424,CP17-1824
34425,CP13-2076
34426,HoCP97-0663
34427,CP19-1946
34428,CP97-1661
34429,CP97-1880
34430,CP09-1759
34431,CP12-1240
13552,CP19-2343
13553,CP06-2493
13554,CP11-2264
13555,CPCL05-1266
13556,POLY09-08
13557,CP16-2307
13558,CP97-1569
13559,CP81-0322
13560,L68-0087
13561,CP13-1872
13563,CP02-2376
13564,CP18-2349
13566,CP06-2691
13567,CP10-2235
13562,CP14-1547
13565,CP13-1459
14768,HoCP14-0829
14769,CP98-1101
14770,CP07-2103
14771,CP19-1759
14772,CP94-1439
14773,CP03-2147
14774,CP96-1391
14775,HoCP95-0945
14776,CP97-2137
14778,CP04-1099
14779,CP09-1359
14780,CP12-1421
14781,CP92-1536
14782,CP88-0704
14783,CP09-1353
14777,CP93-1436
28688,CP97-1467
28689,CP19-2440
28690,CP00-1726
28692,CP17-2465
28693,CP02-1920
28694,CP12-1456
28695,CP01-2240
28696,Co244
28697,CP07-1001
28698,CP17-1087
28699,CP14-2466
28700,CP87-0639
28701,CP02-2416
28703,CP14-1583
28691,CP18-2221
28702,Ho12-0610
28224,CPCL05-1194
28225,93P6
28226,CPCL05-1227
28227,CP10-1327
28228,CP05-1393
28229,CP03-2105
28230,CP15-2259
28231,CP02-2506
28232,L08-0094
28233,CP04-2188
28234,CP97-1674
28235,CP96-1810
28236,CP18-1592
28237,CP03-2133
28238,CP19-2403
28239,Ho05-9051
33888,CP00-1620
33889,CP16-1502
33890,Ho08-9506
33891,CP98-1395
33892,CP13-1286
33893,CP17-4108
33894,90P3
33895,CP12-1750
33896,Ho13-0779
33897,TCP02-4621
33898,CP17-2237
33899,CP03-2053
33900,CP11-1207
33901,CP16-2011
33902,CP09-1196
33903,CP96-1968
26449,CP02-1685
26450,L97-0115
26451,CP15-1237
26452,CP09-1251
26453,CP00-1067
26454,LCP85-0389
26455,CP91-2272
26456,CP92-1031
26458,CP91-1667
26459,CP01-1792
26460,CP15-1719
26461,CP10-1089
26462,Ho06-0551
26463,CP16-1610
26448,CP00-1271
26457,CP02-2100
10992,CP92-1085
10993,Ho05-9035
10994,CP16-2015
10996,CP12-2106
10998,CP98-1287
10999,CP94-1574
11000,CP16-4464
11001,CP13-1712
11002,CP12-1485
11003,CP19-4367
11004,CP02-1755
11005,CP15-2438
11006,CP03-1996
11007,CP01-1452
10995,Ho14-9231
10997,L05-0442
21328,CP01-2041
21329,CP11-1273
21330,CP15-2352
21331,CP93-1721
21333,Ho13-0701
21334,CP15-1474
21335,CP92-1640
21338,CP10-1757
21340,CP17-1295
21341,CP99-1216
21343,US66-56-9
21332,CP01-2501
21336,CP00-1325
21337,CP95-2023
21339,CP07-2518
21342,CP95-1165
13408,CP00-1958
13409,CP03-1131
13410,CP19-1154
13411,CP14-2411
13413,Ho11-0553
13414,CP98-1274
13416,CP93-1154
13417,CP86-0921
13418,HoL10-0938
13419,CP19-2475
13420,CP14-1013
13421,Ho17-0757
13422,HoCP12-0666
13423,CP95-1558
13412,CPCL02-2879
13415,CP13-1798
35696,CP09-1438
35698,CP12-2199
35699,CP13-1413
35700,CP91-1047
35701,CP99-1605
35702,CP94-1308
35703,CP13-2197
35705,CPCL02-0926
35706,CP70-0312
35707,CP98-1388
35708,CP92-1025
35709,CP01-1835
35710,CP14-1429
35711,CP11-1701
35697,CP01-1107
35704,CP07-2129
24304,CP03-1918
24305,CPCL06-3358
24306,CP02-1879
24307,CP15-4511
24308,CP07-2515
24309,Ho20-9021
24311,CP15-1685
24312,CP95-1410
24313,CP11-1452
24314,CP04-2001
24315,CP09-1048
24317,L96-0098
24318,CP17-4590
24319,CP80-0326
24316,CP93-1073
24310,CP17-4314
28912,CP96-1462
28913,CP12-1784
28914,CP95-1155
28915,CP99-1481
28916,CP13-1229
28917,CP11-1104
28919,CP18-4509
28921,CP16-4469
28922,CP99-2014
28923,CP94-1967
28924,CP14-1492
28925,CP92-1699
28926,CP15-4487
28927,CP19-4035
28920,CP18-1371
28918,CP90-1370
24624,CP00-1854
24625,CP94-1792
24626,CP14-1807
24627,CP01-1368
24628,CP94-1299
24629,CP99-1288
24630,CPCL02-0561
24631,HoCP05-0902
24632,CP11-1409
24633,CP13-1182
24634,CP00-1339
24635,L96-0016
24636,CP11-2202
24637,L61-0046
24638,CP19-1838
24639,CP03-1015
25312,CP13-1823
25313,CP16-2321
25314,CP07-2380
25315,CP99-1476
25316,CP02-2471
25317,CP13-1536
25318,CP18-1834
25319,CP99-1669
25320,CP96-1217
25321,CP10-1594
25322,CP09-1508
25323,CP04-1379
25324,CPCL02-7369
25325,CP03-1401
25326,CP11-1495
25327,CP19-2481
31552,CP11-1260
31553,CP03-1565
31554,CP02-1154
31555,CP14-1123
31556,CP09-1324
31557,CP14-2083
31558,CP13-1006
31559,POLY06-32
31560,01P06
31561,CPCL13-4082
31562,CP01-2589
31563,CP95-1402
31564,CP12-2094
31565,CP01-1740
31566,CP99-1867
31567,CP00-1841
30560,CP16-1171
30561,CP19-1311
30562,CP11-2428
30563,CP14-4253
30564,CP99-1597
30565,CP06-2732
30566,CP13-1084
30567,CP99-1094
30568,CP03-2037
30569,Ho93-0017
30570,CP15-4418
30571,CP06-2438
30572,L01-0291
30573,CP80-0320
30574,CP02-1390
30575,CP14-1852
24928,CP06-2260
24929,CP09-1321
24930,CP07-1081
24931,CP04-1639
24932,HoCP05-0928
24933,CP17-1029
24934,CP95-1510
24935,CPCL06-3182
24937,CP00-1036
24938,CP04-1206
24939,CP19-2402
24940,CP16-4789
24941,CP03-1686
24943,CP14-1343
24936,CP02-2017
24942,CP97-1123
19072,CP07-1709
19073,CP13-4149
19074,CP17-2195
19075,CP15-2516
19076,CP06-2834
19078,CP92-1326
19079,CP13-1749
19080,Ho05-9303
19081,CPCL02-2273
19082,CP03-1592
19083,CP92-1356
19084,CP18-2449
19086,CP03-2189
19087,CP19-2230
19085,CP09-2193
19077,CP01-1864
19057,CP06-2503
19058,CP91-1358
19059,CP92-1541
19060,CP03-1856
19061,CP19-2368
19062,CP00-1123
19063,CP17-4121
19064,CP03-1760
19065,CP94-1650
19066,CP09-1798
19067,CPCL06-3535
19068,CP19-4518
19069,CP98-2105
19070,CP00-1430
19071,CP92-1027
19056,Ho07-0617
13296,CP99-1073
13297,CPCL06-3526
13298,CP90-122
13299,CP08-2366
13300,L03-0366
13302,CP15-4449
13303,CP01-2009
13304,CP15-2273
13305,CP97-2217
13306,CP02-1771
13307,CP92-1413
13308,CP93-1385
13309,CP87-0624
13310,CP14-2022
13301,CP96-1349
13311,CP07-1137
22624,CP94-2141
22625,CP15-1083
22626,CP00-2090
22627,CP99-1116
22628,CP17-1022
22629,CP00-1622
22630,Ho16-0604
22631,CP12-1902
22632,CP06-2452
22633,CP92-1518
22634,CP10-1983
22635,CP02-1630
22636,CP96-1013
22637,CP02-1119
22638,CP02-1075
22639,CP10-1591
34080,CP10-2497
34081,CP14-4598
34082,CP99-1283
34083,CP94-2113
34084,CP02-2322
34085,CP17-1667
34086,CP19-1732
34087,CP92-1365
34088,CP18-1461
34089,Ho09-9123
34090,Mix 08-1R
34091,CP12-2005
34092,CP92-0677
34093,CP00-1745
34094,CP91-1019
34095,CP14-1651
28736,CP96-1571
28737,HoCP05-0903
28738,L95-0487
28739,Ho08-9024
28740,CP00-2134
28741,CP17-2253
28742,CP95-1850
28743,CP93-1160
28744,CP15-4307
28745,CP13-2359
28746,CP19-1696
28747,CP09-2021
28748,CP97-1041
28749,CP18-1882
28750,L08-0074
28751,CP19-1373
31408,CP06-2014
31409,CP13-2193
31410,HoCP15-0537
31411,CP09-1882
31413,Ho14-9204
31414,CP15-1076
31415,CP13-2394
31416,Ho14-9268
31417,CP12-1128
31418,CP82-0543
31420,CP11-2508
31421,CP16-4462
31423,CP12-1720
31412,CP72-0310
31419,CP18-4214
31422,CP11-1385
9696,CP13-2236
9697,CP99-1289
9698,CP00-1876
9699,CP92-1865
9700,CP13-1847
9701,CP01-2382
9702,CP12-1006
9703,CP11-1642
9704,CP13-1691
9705,CP02-1727
9706,CP07-1525
9707,CP06-2806
9708,POLY10-22
9709,CP71-0300
9710,CP00-1151
9711,CP08-1360
31536,CP19-4867
31537,CP19-1607
31538,CP94-1908
31539,Ho11-9311
31540,L20-0051
31541,CP14-2193
31542,CP11-1097
31544,CP19-1652
31545,CP10-1203
31546,CP01-2537
31547,CP15-4338
31548,Mix 08-U
31549,CP13-2031
31551,CP12-1404
31543,L82-0040
31550,CP09-1022
18096,CP00-1345
18097,CP95-1913
18098,CP06-2877
18099,CP00-1021
18100,CP03-1955
18101,CP11-1352
18102,CP92-1082
18103,CP16-1116
18104,CP12-1215
18106,CL02-8072
18107,CP97-1026
18108,CP47-0182
18109,CP17-2452
18110,CP19-1725
18111,CP02-2421
18105,CP88-2053
20608,CP03-2349
20609,CP99-1362
20610,IK76-0059
20611,CP15-4092
20613,L94-0418
20614,CP10-2266
20615,CPCL06-3438
20616,Ho14-0873
20618,CP10-2378
20619,CP17-2447
20620,CP97-1590
20621,L19-0481
20622,CP84-0700
20623,CP04-1865
20617,L12-0200
20612,CP97-1913
25552,CP10-2440
25553,CP13-1101
25554,CP13-1310
25555,CP13-1629
25556,CP01-2584
25557,CP14-2204
25558,CP17-4720
25559,CP01-1401
25560,CP13-4113
25561,CP19-4054
25562,US90-1005
25563,CP15-1944
25564,CP03-2305
25565,CP03-1828
25566,CPCL05-1085
25567,Ho82-0026
35440,CP14-1063
35441,CP01-1245
35442,CP98-1576
35443,CP02-2155
35444,CP10-1020
35445,CP95-1064
35446,CP13-2158
35447,CP19-4370
35448,L99-0213
35449,L91-0284
35450,CP19-4495
35451,L96-0059
35452,CP18-2246
35453,CP19-4799
35454,T24
35455,CP96-1254
35200,CP98-1420
35201,CP00-1689
35202,CP17-4690
35203,CP02-1052
35205,CP15-4174
35206,CP02-1149
35208,HoCP13-0750
35209,CP98-1987
35210,L97-0139
35211,CP95-1621
35212,CP14-2262
35213,L79-0016
35214,CP19-1654
35215,CP12-1882
35204,CP96-1938
35207,CP13-1533
31664,CP11-1163
31665,CP04-1984
31666,CP19-1365
31667,CP91-1633
31668,CP99-1230
31669,Ho09-0858
31670,CP01-1988
31671,CP03-2411
31673,CP94-1965
31675,CP77-0412
31677,CPCL02-2654
31678,CP13-1729
31679,CP17-2413
31672,CP16-4230
31674,CP17-1793
31676,CP10-2412
22752,CP17-1107
22753,CP02-1792
22754,CP11-1809
22755,CP16-1482
22756,CP05-1593
22758,CP19-4172
22759,CP02-1178
22760,Ho77-0010
22761,CP93-1019
22762,CP12-1449
22763,CP18-4717
22764,CP95-1224
22757,CP90-1530
22765,CP07-1665
22766,CP09-1455
22767,CP11-1644
25072,CP19-2264
25074,CP15-1149
25075,CP95-1255
25076,CP07-2644
25077,CP07-1220
25079,CP17-1328
25080,CP17-4249
25081,CP15-1620
25082,CP01-2624
25083,CP17-2015
25084,CP02-1599
25085,CP03-2379
25086,CP18-1263
25087,CP93-1440
25078,CP94-1227
25073,CP94-1456
22912,CP10-1616
22913,HoCP99-0863
22914,L97-0134
22915,CP91-0557
22916,CP19-1859
22917,CP02-1882
22918,US57-11-2
22920,CP14-1563
22921,L99-0245
22922,CP13-1201
22923,CP16-4577
22925,CP19-2016
22926,CP06-2722
22927,CP94-1095
22924,CP92-1430
22919,CP04-1598
10496,CP99-1427
10497,CP13-1650
10498,CP18-2105
10499,NiN2
