,partition,vertex
1233,3,CP89-0845
1234,3,L83-0194
1235,3,US67-33-7
1236,26,Ho03-0143
1237,3,CP44-0126
1238,5,HoCP99-0804
1239,0,L96-0071
1240,36,Co798
1241,3,CL57-0039
1242,26,Co464
1243,33,Ho90-0026
1244,3,Ho97-0687
1245,3,Ho78-0009
1246,3,Ho78-0027
1247,0,HoCP10-0914
1248,5,CP72-1210
1249,0,HoCP96-0540
1250,16,CP03-1912
1251,5,CP78-1628
1252,5,CP81-1238
1253,9,CP03-1026
1254,5,CP87-1628
1255,27,CL61-0620
1256,2,CP93-1634
1257,12,CP00-2188
1258,11,CP82-1172
1259,7,CP04-1844
1260,2,CP89-1509
1261,21,CP94-2095
1262,6,CPCL05-1102
1263,2,CP94-1528
1264,6,CP10-1338
1265,13,CPCL13-4049
1266,0,HoCP98-0739
1267,8,CP19-1841
1268,10,CP14-2484
1269,7,CP17-1480
1270,12,CP09-2042
1271,2,CP10-1146
1272,0,CP93-1674
1273,31,Ho01-0016
1274,7,CP16-1430
1275,8,CP18-1377
1276,7,CP14-1652
1277,2,CP03-2415
1278,0,HoCP00-0948
1279,13,CP11-2000
1280,4,CP03-2183
1281,3,L86-0439
1282,22,CP99-1384
1283,7,CP15-1290
1284,7,CP16-1418
1285,10,CP92-1445
1286,16,CP14-4170
1287,5,CP93-1146
1288,5,CP98-1931
1289,4,CP04-1271
1290,10,CP09-1450
1291,7,CP14-2492
1292,23,CP09-1305
1293,0,L99-0220
1294,2,CP01-2296
1295,0,HoCP01-0537
1296,24,CL81-1453
1297,0,HoCP98-0718
1298,0,Mol1032
1299,3,CP82-1800
1300,3,CP76-0356
1301,0,Ho08-0728
1302,0,HoCP02-0632
1303,3,CP68-0368
1304,0,L05-0447
1305,0,Ho07-9008
1306,19,TCP01-4553
1307,0,HB99-0051
1308,0,HoCP11-0537
1309,10,CP04-2203
1310,0,HoCP09-0809
1311,3,US90-0017
1312,27,CP95-1534
1313,27,CP97-1446
1314,7,CP17-1382
1315,21,CP01-1249
1316,7,CP15-2116
1317,7,CP15-1496
1318,16,CP12-1678
1319,7,CP16-1625
1320,0,HoCP18-0801
1321,18,CP17-1915
1322,14,CP92-1402
1323,14,CP81-1405
1324,18,CP17-1916
1325,8,CP17-1001
1326,7,CP18-1261
1327,10,CP16-1670
1328,2,CP01-2019
1329,17,CP99-1502
1330,5,CP93-1638
1331,22,CP96-1672
1332,0,Ho13-9105
1333,3,HoCP95-0933
1334,26,CP06-3126
1335,5,Ho98-0007
1336,1,CP98-1311
1337,5,CP94-1472
1338,4,CP04-1657
1339,27,CP97-1717
1340,1,CP00-2138
1341,8,CP19-1465
1342,20,CP10-1795
1343,7,CP15-1314
1344,3,CP50-0028
1345,1,TCP98-4450
1346,3,POLY01-5
1347,19,POLY09-22
1348,26,NCo376
1349,0,00P07
1350,0,POLY08-15
1351,36,Co213
1352,3,D74
1353,0,Ho06-9306
1354,12,CP98-1118
1355,0,Ho94-0864
1356,0,US99-0001
1357,3,CP84-0730
1358,3,SES273
1359,7,CP11-1248
1360,0,L00-0260
1361,28,CP11-1326
1362,10,CP15-2183
1363,1,CP98-3022
1364,9,CP07-1423
1365,9,CPCL06-3382
1366,14,CP95-1965
1367,5,CP94-1094
1368,12,CP13-1157
1369,6,CP10-1057
1370,5,CP12-1632
1371,7,CP17-4451
1372,27,CP98-1585
1373,3,LCP85-0368
1374,0,HoL14-0837
1375,9,CP13-2187
1376,3,LCP85-0376
1377,47,97P9
1378,0,Ho14-9237
1379,0,H00P4
1380,0,HoCP91-0557
1381,7,CPCL02-7190
1382,3,Ho94-0071
1383,3,Ho77-0017
1384,0,Ho13-9136
1385,17,CP92-1825
1386,26,Ho04-9049
1387,0,Ho04-9070
1388,0,Ho02-0123
1389,0,Ho01-0074
1390,3,CP76-0380
1391,5,CP96-1250
1392,21,CP01-2141
1393,0,CP11-2081
1394,17,CP97-1194
1395,0,Ho10-9211
1396,0,Ho20-9041
1397,7,CP16-1218
1398,13,CP13-1512
1399,28,CP14-4378
1400,16,CP13-2210
1401,8,CP19-1644
1402,2,CP11-1427
1403,34,CP94-1347
1404,2,CP02-1338
1405,1,CP02-2093
1406,7,CP16-1121
1407,2,CP00-1190
1408,8,CP19-4596
1409,8,CP19-2156
1410,17,CP15-4199
1411,1,CP92-1143
1412,7,CP11-1005
1413,7,CP14-1862
1414,1,CP98-1994
1415,23,CP12-2322
1416,5,CP90-1427
1417,20,CP10-1820
1418,21,CP02-1648
1419,2,CP04-1240
1420,2,CP01-1274
1421,33,HoCP95-0926
1422,5,CP94-1492
1423,7,CP17-1131
1424,2,CP11-1583
1425,2,CP19-1225
1426,8,CP15-2100
1427,9,CP13-1730
1428,1,CP97-1785
1429,7,CP14-1645
1430,8,CP17-2287
1431,5,CP95-2033
1432,0,L16-0391
1433,5,CP95-1614
1434,5,CP96-1476
1435,2,CP00-1327
1436,2,CP02-1541
1437,23,CP09-1844
1438,2,CP03-1537
1439,10,CP16-4532
1440,17,CP80-1161
1441,3,C278
1442,0,Ho03-0028
1443,3,Ho87-0016
1444,3,H31-1389
1445,0,HoCP13-0723
1446,3,Ho72-0031
1447,3,HoCP00-0935
1448,36,CP0040
1449,3,Ho82-0040
1450,3,CP63-0368
1451,3,CP74-1210
1452,15,US90-1010
1453,0,Ho98-0012
1454,39,Ho13-9102
1455,3,CP28-0009
1456,3,L92-0353
1457,2,CP02-1310
1458,13,CPCL02-6084
1459,51,CP95-1879
1460,4,CP06-2557
1461,16,CP15-1530
1462,18,CP17-2322
1463,13,CPCL06-3201
1464,3,LCP88-0090
1465,17,CP84-0717
1466,13,CPCL02-7383
1467,22,CP99-1287
1468,2,CP01-2264
1469,1,CP99-1486
1470,0,Ho06-0536
1471,4,CPCL05-1359
1472,18,CP19-1529
1473,2,CP16-2107
1474,3,CPCL06-3195
1475,18,CP19-2432
1476,26,CP98-1489
1477,7,CP16-1115
1478,2,CP07-1570
1479,9,CP10-1050
1480,0,L15-0303
1481,15,CP92-1010
1482,9,HoCP16-0665
1483,5,CP95-1230
1484,0,CP01-1021
1485,9,CP14-1173
1486,17,CP91-1873
1487,0,HoCP18-0824
1488,1,CP99-1206
1489,16,CP14-1619
1490,3,Ho82-0015
1491,2,CP01-1280
1492,3,Ho77-0014
1493,1,CP97-1534
1494,28,CP13-1631
1495,12,CP15-1299
1496,0,L07-0042
1497,1,CP99-1490
1498,2,CP04-1948
1499,5,CP94-1667
1500,3,CP84-0729
1501,0,Ho11-0530
1502,17,CP01-1586
1503,1,CP93-1649
1504,34,CP94-1226
1505,0,CP16-4779
1506,5,CP94-1717
1507,23,CP09-1767
1508,1,CP98-1062
1509,9,CP02-1778
1510,6,CP09-1440
1511,9,CP04-1385
1512,6,CP11-2357
1513,7,CP13-1925
1514,6,CP11-1904
1515,2,CP03-1779
1516,2,CP01-1683
1517,29,CP18-1875
1518,10,CP12-2266
1519,13,CP12-1834
1520,28,CP14-4478
1521,22,CP99-1385
1522,17,CP92-1516
1523,17,CP02-1429
1524,10,CP19-1690
1525,7,CP15-2052
1526,10,CP15-4658
1527,8,CP17-1640
1528,4,CP06-2570
1529,3,L02-0353
1530,27,CP02-2366
1531,5,CP95-1276
1532,14,CP92-1428
1533,6,CP13-1160
1534,15,CP92-1052
1535,20,CP10-1718
1536,20,CP10-2307
1537,2,CP03-2330
1538,7,CP15-4345
1539,21,CP11-2476
1540,0,CP03-1050
1541,2,CP01-1778
1542,10,CP16-4549
1543,6,CP12-1519
1544,9,CP13-2278
1545,0,Ho97-0021
1546,20,CP10-1287
1547,0,L01-0302
1548,16,CP14-4447
1549,15,CP93-1029
1550,5,CP93-1490
1551,2,CP03-2297
1552,3,CP71-0371
1553,3,L72-0071
1554,36,Co371
1555,0,L94-0431
1556,26,CP77-0422
1557,0,Ho14-9244
1558,3,CP63-0321
1559,3,CP83-0646
1560,35,L84-0280
1561,0,Ho10-9210
1562,15,IAC48-0065
1563,3,L84-0262
1564,26,H02-1101
1565,0,Ho15-9339
1566,36,Co206
1567,0,Ho11-0531
1568,20,CP10-2296
1569,8,CP19-2248
1570,23,CP13-2259
1571,5,CP00-1673
1572,8,CP18-1028
1573,18,CP17-4280
1574,7,CP13-1681
1575,0,HoCP13-0774
1576,5,CP03-1478
1577,5,CP94-1001
1578,27,CP97-1646
1579,11,CP01-2690
1580,20,CP10-1451
1581,2,CP10-1147
1582,6,CP06-2275
1583,15,CP06-3071
1584,9,CP13-1906
1585,10,CP16-2244
1586,18,CP19-4627
1587,18,CP18-4611
1588,2,CP02-1756
1589,8,CP19-1849
1590,8,CP17-1615
1591,9,CP15-1821
1592,2,CP02-1327
1593,2,CP00-1227
1594,7,CP17-4493
1595,7,CP19-1497
1596,2,CP02-1734
1597,4,CP06-2666
1598,1,CP98-1400
1599,1,CP98-1438
1600,8,CP16-1021
1601,3,Ho76-0116
1602,18,CP17-2477
1603,8,CP19-2251
1604,5,CP95-1111
1605,13,CP11-2267
1606,14,CP03-1428
1607,6,CP11-2408
1608,2,CP03-1946
1609,2,CPCL13-4040
1610,15,CP92-1117
1611,13,CPCL13-4014
1612,2,CP04-1902
1613,33,Ho96-0016
1614,33,Ho96-0017
1615,2,CP04-1237
1616,3,LCP82-0036
1617,8,CP14-2134
1618,12,CP06-2394
1619,2,CP99-2055
1620,2,CP11-2499
1621,22,CP99-1282
1622,6,CP11-1825
1623,3,LCP85-0381
1624,13,CPCL02-6954
1625,3,L56-0007
1626,7,CP17-1477
1627,22,CP99-1390
1628,7,CP18-4089
1629,18,CP17-2362
1630,8,CP16-1552
1631,0,CP11-1691
1632,3,PT41-0223
1633,17,CP90-1622
1634,0,Ho02-0129
1635,26,C26
1636,3,L99-0230
1637,3,L72-0001
1638,0,Ho93-0015
1639,22,US95-1061
1640,0,CP96-1855
1641,0,Ho05-9515
1642,2,CP90-1428
1643,17,US72-1183
1644,0,L14-0276
1645,3,CP29-0138
1646,43,H53-0263
1647,3,L69-0074
1648,5,CP95-1623
1649,8,CP04-2107
1650,3,L93-0359
1651,2,CP01-2444
1652,7,CP17-1407
1653,4,CP06-2524
1654,0,CP00-1847
1655,17,CP93-1493
1656,0,Ho17-0755
1657,5,CP97-2098
1658,8,CP17-2414
1659,6,CP09-2298
1660,11,CP14-1744
1661,2,CP04-1225
1662,25,CP07-2067
1663,0,CP96-1980
1664,17,CP91-1379
1665,0,Ho16-0625
1666,16,CP13-2258
1667,1,CP98-1080
1668,25,CP13-1021
1669,11,CP04-1541
1670,20,CP10-1888
1671,25,CP17-4479
1672,3,CP95-1495
1673,2,CP01-2218
1674,4,CP06-2541
1675,18,CP18-1303
1676,8,CP04-1071
1677,0,CP18-4556
1678,9,CP07-1704
1679,6,CP09-2004
1680,8,CP01-1040
1681,18,CP14-4547
1682,8,CP15-1186
1683,3,CP81-0315
1684,5,HoCP00-0912
1685,17,CP95-1842
1686,0,Ho18-9232
1687,18,CP17-1908
1688,15,CP07-1041
1689,22,CP98-1123
1690,10,CP09-2174
1691,4,CP04-1709
1692,0,Ho01-0032
1693,21,CP01-2519
1694,2,CPCL02-1362
1695,3,CP90-0905
1696,7,CP15-2104
1697,18,CP18-4884
1698,7,CP18-1565
1699,4,CP04-1114
1700,0,POLY09-17
1701,9,CP17-1216
1702,24,CPCL05-1196
1703,18,CP15-2165
1704,3,L97-0112
1705,1,CP02-1114
1706,4,CP06-2592
1707,15,CP94-1249
1708,3,Ho83-0019
1709,0,Ho15-9304
1710,9,CP10-1055
1711,4,CP06-2576
1712,15,CP92-1064
1713,8,CP12-1957
1714,5,CP02-1645
1715,2,CPCL06-3213
1716,0,HoCP13-0728
1717,7,CPCL02-0382
1718,8,CP18-4263
1719,6,CP12-2410
1720,27,CP97-1755
1721,3,CP62-0251
1722,13,CPCL14-4114
1723,11,CP15-1738
1724,2,CP94-1956
1725,28,CP14-2255
1726,23,CP11-1437
1727,6,CP10-1067
1728,18,CP09-2067
1729,4,09P05
1730,6,CP04-1252
1731,12,POLY12-29
1732,5,CP87-1248
1733,16,CP06-3040
1734,11,CP87-1226
1735,0,MPTH98-0388
1736,4,01P04
1737,30,CP93-1309
1738,8,POLY13-011
1739,9,POLY06-20
1740,6,POLY07-07
1741,1,RSB90-0007
1742,29,Ho11-0512
1743,16,POLY10-11
1744,0,Ho12-9014
1745,0,HoCP13-0755
1746,0,Ho04-9066
1747,26,UD50
1748,0,Ho12-9054
1749,0,Ho14-9233
1750,30,02P22
1751,0,Ho03-0003
1752,3,CP71-0486
1753,0,Ho00-0005
1754,0,Ho06-9013
1755,3,CP84-0761
1756,3,CP74-0384
1757,3,Ho98-0004
1758,0,HoCP12-0674
1759,31,Ho10-9201
1760,16,CP12-2153
1761,4,CP06-2540
1762,5,CP94-1713
1763,27,CP98-1641
1764,16,CP14-2191
1765,18,CP19-1922
1766,1,CP98-1359
1767,2,CP03-2074
1768,12,CP09-2036
1769,0,Ho01-0031
1770,2,CP10-1618
1771,5,CP95-1447
1772,28,CP13-1354
1773,6,CP11-1705
1774,1,CP99-1879
1775,20,CP10-1454
1776,12,CP11-1941
1777,8,CP15-2545
1778,5,CP94-1590
1779,0,HoCP20-0544
1780,5,CP94-1600
1781,0,Ho08-9035
1782,0,CP17-1195
1783,7,CP15-4858
1784,1,CP04-1591
1785,18,CP16-1725
1786,27,CP97-1725
1787,8,CP18-2350
1788,12,CP11-1979
1789,5,CP96-1974
1790,0,L01-0295
1791,11,CP03-1442
1792,7,CP15-4461
1793,1,CP01-1644
1794,27,CP02-1499
1795,13,CPCL13-4071
1796,18,CP15-1802
1797,9,CP13-1209
1798,20,CP10-1762
1799,9,CP12-1676
1800,0,Ho04-9064
1801,4,CP06-2565
1802,7,CP15-4182
1803,6,CP12-2337
1804,7,CP17-1335
1805,7,CP16-1425
1806,29,CP18-1808
1807,3,CP68-0331
1808,3,CP77-0416
1809,0,Ho07-9012
1810,3,CP79-1658
1811,3,Ho82-0030
1812,18,CP02-1295
1813,0,TCP00-4508
1814,23,male mix 09M
1815,3,Ho91-0579
1816,0,HoCP05-0903
1817,6,CPCL99-1225
1818,3,Ho75-0003
1819,3,CP59-0073
1820,0,Ho13-9107
1821,0,CP90-0977
1822,2,3P05
1823,3,CP76-0306
1824,2,CP07-1769
1825,0,HoCP15-0505
1826,1,CP99-1428
1827,9,CP12-2188
1828,21,CP06-2841
1829,2,CP02-1550
1830,1,CP96-1332
1831,35,CP95-1237
1832,0,Ho05-9605
1833,9,CP13-1320
1834,17,CP93-1529
1835,4,CP07-1896
1836,7,CP15-1287
1837,8,CP16-1264
1838,5,CP95-1121
1839,20,CP19-1609
1840,2,CP96-1253
1841,3,CP76-0301
1842,3,CP33-0224
1843,0,N27
1844,7,POLY06-3
1845,0,HoCP05-0923
1846,13,YT85-1253
1847,25,CP06-2340
1848,0,L04-0408
1849,7,CP09-4160
1850,30,HoCP94-0822
1851,0,HoCP14-0885
1852,0,LAStripe
1853,18,CP08-1117
1854,9,CL87-2944
1855,0,L03-0371
1856,6,CP10-2331
1857,3,HoCP90-0968
1858,25,CP12-1024
1859,3,L71-0008
1860,27,CP11-2349
1861,20,CP19-4536
1862,8,CP15-2018
1863,8,CP18-1408
1864,5,CP94-1728
1865,0,CP99-1772
1866,18,CP19-2272
1867,18,CP14-2544
1868,17,CP95-1953
1869,12,CP13-1064
1870,3,CP90-0943
1871,2,CP00-1792
1872,5,CP93-1676
1873,0,HoCP22-737
1874,11,CP15-4622
1875,7,CP19-1374
1876,19,CP16-2415
1877,2,CP04-1798
1878,20,CP09-2367
1879,19,CP12-1277
1880,0,HoCP18-0812
1881,7,CP16-1084
1882,7,CP17-1078
1883,3,LCP86-0446
1884,8,CP18-1024
1885,20,CP10-2310
1886,0,CP11-2065
1887,7,CP14-4528
1888,2,CL92-4193
1889,9,CP09-1132
1890,23,POLY09-24
1891,6,CPCL96-4974
1892,19,TCP00-4521
1893,14,Co285
1894,9,CP01-1205
1895,25,POLY09-21
1896,9,POLY10-03
1897,3,CP67-0412
1898,8,POLY14-020
1899,3,CP77-0407
1900,0,Ho94-0856
1901,11,CP06-3025
1902,18,CP12-1246
1903,4,CP01-1894
1904,8,CP16-1453
1905,14,CP02-1077
1906,13,CP13-1474
1907,0,CP15-2280
1908,6,CP11-2397
1909,0,L03-0387
1910,1,CP00-1523
1911,5,CP94-1278
1912,8,CP16-4151
1913,0,Ho03-0088
1914,23,CP11-2222
1915,5,CP94-1924
1916,1,CP97-1006
1917,0,Ho94-0852
1918,7,CP15-1244
1919,13,CP13-1444
1920,27,CP98-1622
1921,18,CP17-1679
1922,1,CP97-2116
1923,9,CPCL02-6021
1924,3,L78-0024
1925,12,CP12-1529
1926,8,CP16-1025
1927,5,CP93-1005
1928,20,CP17-2400
1929,1,CP96-1493
1930,5,CP94-2015
1931,0,CP10-2463
1932,15,CP92-1119
1933,3,L61-0063
1934,2,CPCL06-3216
1935,12,CP15-1447
1936,4,CP04-1455
1937,2,CP00-1130
1938,0,HoCP97-0612
1939,27,CP97-1719
1940,9,CPCL02-0706
1941,6,CP09-1964
1942,3,CP91-0539
1943,6,CP12-1470
1944,7,CP15-4165
1945,9,CP12-2189
1946,4,CP04-1477
1947,0,CP01-2204
1948,19,CP12-1167
1949,1,CP98-1984
1950,5,CP94-2008
1951,4,CP06-2065
1952,3,CP52-0038
1953,4,CP07-1928
1954,0,CP98-1687
1955,7,CP15-1162
1956,22,CP99-1148
1957,7,CP16-4849
1958,25,CP14-2464
1959,5,CP95-1004
1960,2,CP06-2149
1961,2,CP11-2045
1962,3,CP00-2038
1963,18,CP17-2358
1964,13,CPCL02-0971
1965,0,L10-0139
1966,5,CP95-1333
1967,17,CP00-1488
1968,7,CP15-4857
1969,27,CP98-1653
1970,10,CP09-1447
1971,3,LCP87-0497
1972,21,CP03-1183
1973,1,CP98-1460
1974,16,CP14-2017
1975,8,CP19-2250
1976,11,CP06-2098
1977,21,CP00-1375
1978,2,CP00-1201
1979,15,CP06-3061
1980,17,CP92-1705
1981,20,CP10-1525
1982,6,CP11-2041
1983,2,CPCL06-3176
1984,1,CP91-2156
1985,0,Ho08-9007
1986,2,CP10-1113
1987,7,CP18-4318
1988,0,Ho14-9269
1989,8,CP17-2308
1990,3,L94-0439
1991,34,CP93-1585
1992,0,CP16-1434
1993,22,CP99-1054
1994,17,CP90-1331
1995,8,CP15-4260
1996,17,CP92-1700
1997,8,CP15-4519
1998,1,CP97-1319
1999,0,L20-0061
2000,7,CP15-2136
2001,21,CP00-1060
2002,10,CP16-2217
2003,9,CP19-4004
2004,18,CP19-4331
2005,19,CP19-2338
2006,27,CP96-1058
2007,1,CP91-1511
2008,6,CP13-2330
2009,6,CP11-2020
2010,7,CP16-1372
2011,2,CP99-1971
2012,28,CP14-1839
2013,7,CP19-4236
2014,20,CP09-2359
2015,2,CP02-1874
2016,0,CL87-2882
2017,20,CP01-1391
2018,0,L06-0001
2019,5,CP88-1508
2020,0,Ho00-0077
2021,18,IK76-0065
2022,27,94P14
2023,7,POLY12-22
2024,6,Mix 07 N
2025,12,03P23
2026,6,POLY07-04
2027,17,CP94-1425
2028,24,CP96-1602
2029,0,Ho09-0831
2030,4,CP98-1497
2031,6,CP96-1865
2032,3,CP89-0873
2033,26,CP98-1943
2034,21,CP01-1211
2035,12,CP09-1681
2036,8,CP14-1781
2037,18,CP16-2506
2038,2,CP07-1707
2039,3,Ho97-0016
2040,28,CP14-4239
2041,5,CP95-2008
2042,0,Ho15-9368
2043,18,CP16-2293
2044,7,CP13-1822
2045,34,CP94-1357
2046,8,CP18-1411
2047,27,CP96-1303
2048,5,HoCP97-0651
2049,3,CP86-0957
2050,3,Ho87-0015
2051,9,CPCL00-4611
2052,0,Ho00-0012
2053,3,US0785
2054,0,POLY07-10
2055,17,US90-1014
2056,0,09P26
2057,0,Ho12-9027
2058,0,Ho09-9121
2059,0,L02-0323
2060,0,HoCP99-0857
2061,0,L10-0163
2062,0,Ho13-9119
2063,3,L84-0218
2064,3,CP53-0022
2065,9,CPCL06-3426
2066,5,CP95-1214
2067,13,CPCL06-3198
2068,2,CP01-1777
2069,1,CP98-1728
2070,3,L91-0248
2071,18,CP15-4765
2072,13,CPCL14-4142
2073,16,CP14-1632
2074,7,CP17-1184
2075,6,CP12-2334
2076,24,CPCL06-3283
2077,19,CP11-1013
2078,27,CP97-1970
2079,18,CP16-1469
2080,2,CP02-1491
2081,27,CP97-1433
2082,11,CP94-1011
2083,11,CP14-4550
2084,19,CP14-1014
2085,9,CP14-2439
2086,7,CP18-1583
2087,2,CP00-1009
2088,6,CP09-1521
2089,1,CP04-1020
2090,7,CP19-1387
2091,5,CP93-1677
2092,0,Ho10-0920
2093,8,CP18-1214
2094,18,CP18-4872
2095,27,CP97-1923
2096,19,CP19-2206
2097,8,CP14-2325
2098,18,CP15-1671
2099,7,CP17-1063
2100,20,CP12-2156
2101,27,CP97-1869
2102,10,CP16-1826
2103,22,CP98-1180
2104,5,CP95-1464
2105,0,HoCP01-0507
2106,18,CP16-4676
2107,18,CP18-1090
2108,16,CP15-1852
2109,5,CP98-1506
2110,3,CP85-0862
2111,7,CP16-4368
2112,12,CP12-1054
2113,20,CP10-1192
2114,16,CP14-2007
2115,18,CP19-2129
2116,0,Ho20-9048
2117,6,CP10-2336
2118,2,CP01-1813
2119,0,Ho16-0614
2120,7,CP13-1826
2121,2,CP02-1936
2122,9,CP13-1804
2123,2,CP02-1057
2124,17,CP96-1513
2125,7,CP09-1816
2126,0,CP92-0671
2127,13,CP04-1162
2128,26,CP99-1375
2129,7,CP17-4359
2130,8,CP15-1396
2131,7,CP18-1068
2132,26,B3353
2133,0,Ho13-9104
2134,5,CP95-1072
2135,33,CP97-2184
2136,14,CP03-1404
2137,9,CP17-4888
2138,1,CP96-1172
2139,0,Ho14-9210
2140,18,CP18-1162
2141,18,CP17-2089
2142,17,CP90-1366
2143,26,CP98-1679
2144,18,CP16-2237
2145,2,CP06-2435
2146,18,CP17-1823
2147,11,CP03-1205
2148,9,CP09-1339
2149,9,CP13-2488
2150,2,CP02-1962
2151,0,CP11-2379
2152,7,CP16-1511
2153,3,L90-0194
2154,2,CP03-2344
2155,3,L04-0414
2156,6,CP12-1935
2157,7,CP19-4813
2158,11,CP18-2460
2159,21,CP03-1871
2160,0,Ho12-9013
2161,26,H240
2162,1,US87-1002
2163,3,H32-9391
2164,0,HoCP96-0526
2165,56,US95-1034
2166,0,Tuc95-0025
2167,26,S-C12-4
2168,3,CP84-0746
2169,0,Ho13-9157
2170,5,L90-0207
2171,0,Ho03-0105
2172,3,Ho94-0846
2173,0,H97-0451
2174,3,Ho81-0001
2175,3,D0103
2176,19,CP18-2405
2177,18,CP16-4429
2178,9,CPCL02-0988
2179,18,CP17-2088
2180,2,CP02-2405
2181,28,CP14-2159
2182,33,CP97-2149
2183,20,CP10-1496
2184,10,CP19-1533
2185,2,CP03-2451
2186,2,CP04-1242
2187,6,CPCL02-1864
2188,13,CP04-1457
2189,5,CP93-1307
2190,0,L91-0265
2191,17,CP95-1870
2192,13,CP14-4222
2193,0,CP11-2318
2194,29,CP18-1702
2195,6,CP19-4749
2196,7,CP14-2527
2197,20,CP10-2350
2198,7,CP16-1570
2199,2,CP02-1984
2200,16,CP12-2140
2201,5,CP93-1611
2202,3,Ho99-0023
2203,11,CP06-2099
2204,16,CP15-1171
2205,18,CP15-2156
2206,9,CP13-1585
2207,18,CP15-1587
2208,9,CP05-1678
2209,3,CP77-0410
2210,5,TCP92-4193
2211,6,CP02-1615
2212,7,CP09-1236
2213,0,HoCP02-0620
2214,12,POLY06-21
2215,13,CL92-0046
2216,0,Ho02-0113
2217,7,POLY12-018
2218,3,CP75-0327
2219,0,L09-0099
2220,0,CP88-0729
2221,4,CP91-2390
2222,2,CL93-5104
2223,0,CP90-0956
2224,0,Ho15-9320
2225,14,CP97-1803
2226,13,CP12-1943
2227,20,CP10-2230
2228,7,CP18-4297
2229,17,CP00-1616
2230,16,CP15-4229
2231,15,CP92-1205
2232,7,CP19-1390
2233,2,CP03-2397
2234,16,CP15-1781
2235,9,CP02-1697
2236,8,CP19-4161
2237,13,CPCL06-3266
2238,20,CP12-1608
2239,7,CP13-2014
2240,2,CP01-1488
2241,7,CP18-4722
2242,6,CP19-2270
2243,24,CP11-2148
2244,17,CP94-1844
2245,3,LCP85-0379
2246,2,CP00-1223
2247,18,CP19-2093
2248,0,Ho15-9337
2249,17,CP91-1375
2250,9,CP09-2111
2251,2,CPCL02-0614
2252,9,CP02-2533
2253,24,CPCL05-1276
2254,2,CP07-2354
2255,0,HoCP02-0614
2256,3,Ho79-0007
2257,3,Ho91-0017
2258,0,PQ84-3
2259,0,L02-0324
2260,0,Ho12-9046
2261,13,CP02-1554
2262,0,Ho12-0629
2263,3,CP50-0038
2264,11,CP07-1313
2265,4,CL92-4589
2266,28,CP06-3038
2267,6,CL93-2581
2268,20,POLY07-11B
2269,3,CP83-0625
2270,0,06P08
2271,31,US63-6
2272,15,CP92-1105
2273,2,CP19-4758
2274,3,L95-0458
2275,36,StripedMauritius
2276,18,CP18-1174
2277,19,CP09-1118
2278,3,Ho99-0049
2279,16,CP16-4868
2280,2,CP15-4600
2281,7,CP17-1478
2282,2,CP02-1374
2283,2,CP01-2223
2284,4,CP06-2719
2285,0,CP16-2339
2286,19,CP11-1100
2287,7,CP16-4809
2288,2,CP02-2461
2289,3,Ho72-0166
2290,13,CPCL13-4050
2291,5,CP94-1729
2292,7,CP16-1417
2293,18,CP16-2295
2294,18,CP18-1325
2295,18,CP16-2094
2296,3,CP91-0549
2297,27,CP96-1971
2298,7,CP17-4506
2299,5,CP94-1704
2300,0,L16-0369
2301,9,CP07-2073
2302,14,CP00-1859
2303,0,Ho17-9156
2304,2,CP96-1799
2305,0,Ho14-9267
2306,5,CP17-1779
2307,11,CP15-2203
2308,36,N12
2309,3,CP70-0408
2310,0,HoL14-0850
2311,3,L90-0216
2312,2,CP01-1376
2313,0,L13-0247
2314,34,CP93-1672
2315,7,CP18-1523
2316,6,CP10-1945
2317,6,CP07-1027
2318,14,CP99-1654
2319,9,CP13-1891
2320,8,CP19-1474
2321,2,CP01-1352
2322,8,CP19-1467
2323,13,CP13-1460
2324,6,CP09-1929
2325,9,CP10-1053
2326,8,CP01-2574
2327,19,CP13-1983
2328,21,CP04-1777
2329,3,CP14-1706
2330,0,Ho01-0546
2331,2,CP02-1058
2332,53,CP95-1860
2333,7,CP19-1134
2334,13,CP13-1758
2335,5,CP95-1097
2336,5,CP95-1645
2337,5,CP94-1668
2338,7,CP18-2371
2339,19,CP19-1632
2340,0,08P22
2341,5,CP94-1479
2342,52,CP01-2066
2343,8,CP17-1369
2344,12,CP10-1018
2345,0,CP00-1303
2346,20,CP19-1824
2347,8,CP14-1814
2348,0,L01-0288
2349,21,CP04-1776
2350,18,CP16-2407
2351,9,CP13-2277
2352,27,CP97-1641
2353,0,CP17-1559
2354,8,CP02-1440
2355,5,CP01-2144
2356,17,CP92-1450
2357,5,CP93-1046
2358,11,CP11-1466
2359,1,CP03-1623
2360,18,CP14-2425
2361,7,CP09-2064
2362,2,CP02-1513
2363,5,CP94-1201
2364,17,CP92-1695
2365,1,CP96-1327
2366,14,CP00-1334
2367,7,CP18-4860
2368,3,L90-0200
2369,3,CP74-0343
2370,0,HoCP18-0808
2371,5,CP95-1206
2372,7,CP16-1416
2373,7,CPCL05-1074
2374,18,CP17-4171
2375,5,HoCP00-0916
2376,2,CP07-1340
2377,21,CP11-2466
2378,0,CP07-1171
2379,5,CP93-1760
2380,18,CP15-1491
2381,0,CP18-2395
2382,6,CP10-1943
2383,0,CP17-2214
2384,19,CP15-2533
2385,2,CP06-2127
2386,22,CP03-1785
2387,17,CP01-1618
